1 0.299395 0 0 0 0 0 0 22 1.7777777777777777 2.0 0.9424342105265
1 0.120894 2 0 0 3 0 5 7 0.0 0.0 0
0 0.134121 1 0 0 0 0 0 0 0.0 0.0 0
1 0.245319 3 3 0 0 3 2 -9 0.0 0.0 0
1 0.0989961 0 0 0 0 0 0 0 0.0 0.0 0
0 0.558767 1 1 3 3 4 4 4 3.388888888888889 8.5 0.8799342105265
1 0.313355 0 0 0 0 0 -1 -31 4.454545454545454 6.5 0.017857142857166667
0 0.0730481 6 0 0 5 0 11 118 5.071428571428571 8.0 0.0
1 0.143772 19 18 2 2 17 18 52 0.3333333333333333 1.0 0
0 0.776849 0 0 0 0 0 0 0 2.0555555555555554 2.5 1.0
0 0.131953 4 4 5 5 8 8 -11 0.0 0.0 0
1 0.173134 7 2 15 20 17 27 44 0.0 0.0 0
1 0.139204 1 1 3 3 4 4 20 8.5 13.0 0.11329365079360001
0 0.122068 0 0 0 0 0 0 0 2.0 6.0 0
1 0.238838 0 0 0 0 0 0 7 1.0555555555555556 3.0 0.03125
1 0.279167 0 0 0 0 0 0 -2 0.0 0.0 0
0 0.23343 7 7 1 1 8 8 8 0.0 0.0 0
1 0.15142 3 0 0 2 0 5 3 0.0 0.0 0
1 0.189805 1 0 0 0 0 1 102 2.25 3.0 0.0
0 0.0660802 12 11 0 2 11 14 24 0.0 0.0 0
1 0.193932 2 2 0 0 2 2 4 1.3333333333333333 1.0 0
0 0.58578 0 0 0 0 0 0 -1 0.0 0.0 0
1 0.178413 0 0 0 0 0 0 -1 0.0 0.0 0
1 0.0592969 14 13 1 3 14 17 27 0.0 0.0 0
1 0.098261 13 12 0 2 12 15 25 0.0 0.0 0
1 0.57312 0 0 0 0 0 0 0 1.0 3.0 0
0 0.157089 1 0 0 0 0 0 0 0.0 0.0 0
1 0.105887 1 0 0 0 0 1 21 6.666666666666667 0.0 0
1 0.0796989 20 19 2 4 21 24 34 0.0 0.0 0
1 0.10819 5 1 0 5 1 10 38 0.0 0.0 0
0 0.414831 1 0 0 0 -1 0 -1 0.0 0.0 0
1 0.32187 1 1 0 0 1 0 -16 0.0 0.0 0
1 0.149976 0 0 0 0 0 0 1 0.5 4.0 0.0
1 0.0369913 0 0 0 0 0 0 7 5.111111111111111 6.0 1.0
1 0.801907 0 0 0 0 0 0 0 1.8571428571428572 1.5 0.8642055506412499
0 0.888794 0 0 0 0 0 0 0 2.3333333333333335 3.0 0.9375
0 0.177427 0 0 0 0 0 0 1 0.0 0.0 0
1 0.123852 14 1 0 3 1 12 11 0 0.35714285714285715 0.04464285714283333
1 0.232596 1 1 0 0 1 1 -2 4.083333333333333 5.5 0.079861111111125
1 0.12631 0 0 0 0 0 0 0 0.08333333333333333 0.25 0
1 0.104311 1 0 0 0 0 0 20 2.2142857142857144 4.5 0.453125
1 0.175874 8 2 4 22 5 29 45 0.0 0.0 0
0 0.466891 8 8 1 1 9 9 6 2.3333333333333335 0.0 0
1 0.110376 0 0 0 0 0 0 40 0.05555555555555555 0.0 0.90625
1 0.169409 1 0 0 2 0 3 5 0.0 0.0 0
1 0.0854153 3 1 0 1 1 1 86 2.3333333333333335 2.0 0.0
1 0.122266 1 0 0 1 0 2 24 1.7777777777777777 2.0 0.9424342105265
1 0.111668 2 0 0 4 0 -1 41 0.8333333333333334 3.0 0.0
0 0.240928 10 10 1 1 11 11 10 4.666666666666667 7.0 0
1 0.466912 1 0 0 1 0 2 9 1.5555555555555556 1.5 0.03125
1 0.0498514 0 0 0 0 0 0 115 0.8888888888888888 0.5 0.0
1 0.392341 0 0 0 0 0 0 -1 2.857142857142857 4.666666666666667 0.8771740421313334
0 0.393665 2 1 0 0 1 1 25 8.333333333333334 0.0 0
1 0.386944 0 0 0 0 0 0 2 1.7777777777777777 1.0 0.5921052631579999
1 0.528619 0 0 0 0 0 0 0 0.5714285714285714 1.25 0.7720588235295001
0 0.0865306 2 1 1 1 2 2 55 2.357142857142857 5.5 0.453125
0 0.203892 0 0 0 0 0 0 -11 0.2857142857142857 0.0 0.7265211640211666
1 0.1327 1 0 0 0 0 1 16 5.333333333333333 2.5 1.0
1 0.353402 1 1 0 0 0 0 22 1.3888888888888888 2.0 0.9375
1 0.225829 0 0 0 0 0 0 56 0.14285714285714285 0.0 0.0
0 0.244872 8 2 0 5 2 13 93 1.1666666666666667 2.0 0.0
1 0.131696 2 1 1 1 2 3 18 5.75 3.5 1.0
1 0.357747 1 0 0 0 0 1 5 0.8571428571428571 1.0 0.64535189075625
1 0.204712 0 0 0 0 0 0 0 1.8333333333333333 1.6666666666666667 0.9375
1 0.675853 1 1 0 0 1 0 -3 0.3333333333333333 1.0 0
1 0.381372 14 2 0 5 0 0 0 0 4.214285714285714 1.0
1 0.164612 9 3 5 23 8 32 57 0.25 0.0 0
1 0.430121 3 3 1 1 2 0 -26 1.6666666666666667 1.0 0
1 0.427025 6 0 0 -1 -1 -6 -14 0 0.42857142857142855 0.0
1 0.406791 0 0 0 0 0 -3 48 1.9285714285714286 2.0 0.453125
0 0.135132 7 1 0 5 1 12 89 1.1666666666666667 2.0 0.0
1 0.0586197 0 0 0 0 -1 -1 3 0.6666666666666666 0.0 0
1 0.220626 1 0 0 4 0 5 14 0.0 0.0 0
1 0.143061 2 0 0 5 0 7 18 0.0 0.0 0
1 0.560736 0 0 0 0 0 0 1 2.7777777777777777 5.0 0.8799342105265
1 0.262557 11 0 0 2 0 11 11 0 0.07142857142857142 0.5783827419856666
1 0.294275 2 0 0 3 0 5 47 0.5555555555555556 2.0 0.90625
1 0.244184 3 1 0 4 1 7 71 0.8333333333333334 1.0 0.0
1 0.150217 9 3 1 5 4 14 100 1.2222222222222223 1.5 0.0
1 0.140962 1 0 0 1 -1 1 42 0.3333333333333333 2.5 0.90625
1 0.407658 1 0 0 0 0 1 -3 2.9285714285714284 3.5 0.0694444444445
1 0.140833 0 0 0 0 0 0 17 8.333333333333334 12.5 0.11329365079360001
1 0.264984 3 1 1 6 2 9 13 0.0 0.0 0
1 0.0995763 1 0 0 0 0 1 60 0.4444444444444444 1.0 0.0
1 0.315754 1 1 0 0 1 1 90 0.14285714285714285 0.0 0.0
1 0.0669738 0 0 0 0 0 0 83 2.1666666666666665 2.0 0.0
1 0.338538 1 1 0 0 1 0 -4 0.0 0.0 0.505215627917875
1 0.178603 0 0 0 0 0 0 16 5.083333333333333 4.0 1.0
1 0.614761 4 0 0 0 0 4 -2 13.333333333333334 1.0 0
1 0.348916 0 0 0 0 0 -1 -5 0.0 0.0 0.505215627917875
1 0.2844 2 0 0 1 0 -2 -21 4.083333333333333 4.333333333333333 0.079861111111125
1 0.114869 4 0 0 1 0 5 74 2.3333333333333335 2.5 0.0
1 0.146703 1 1 0 0 1 1 32 6.545454545454546 8.0 0.8333333333333334
0 0.574707 1 0 0 0 0 1 0 6.333333333333333 1.0 0
0 0.336702 0 0 0 0 0 0 7 2.142857142857143 2.5 0.06696428571425
1 0.64168 0 0 0 0 0 0 -3 1.4444444444444444 0.5 0.827302631579
1 0.210797 2 0 0 0 0 2 9 2.2857142857142856 3.25 0.06696428571425
1 0.121292 0 0 0 0 0 0 5 1.0909090909090908 1.0 0.5730873855390833
1 0.150257 1 0 0 0 0 1 11 0.0 0.0 0
1 0.714512 0 0 0 0 0 0 0 2.3333333333333335 1.0 0
1 0.112046 1 0 0 3 0 3 65 4.285714285714286 3.5 0.0
0 0.0959898 0 0 0 0 0 0 12 0.4444444444444444 1.0 0.0625
1 0.356075 23 2 1 10 -2 -2 -20 0 0.35714285714285715 0.04464285714283333
1 0.459821 2 1 0 0 1 2 1 7.0 2.0 0
1 0.0702999 0 0 0 0 0 0 34 1.2142857142857142 1.6666666666666667 0.7229916089241666
1 0.29837 2 2 1 1 3 -1 37 6.545454545454546 8.0 0.8333333333333334
0 0.456007 0 0 0 0 0 0 -8 0.18181818181818182 1.0 0.0
0 0.346889 0 0 0 0 0 0 22 1.2222222222222223 1.5 0.9375
0 0.533762 1 1 0 0 1 1 6 5.428571428571429 3.5 1.0
0 0.387442 6 2 1 5 3 11 80 1.1666666666666667 1.0 0.0
1 0.146132 6 0 0 6 0 12 15 0.0 0.0 0
1 0.178223 3 1 1 4 2 7 84 4.285714285714286 3.5 0.0
0 0.108596 0 0 0 0 0 0 14 1.2142857142857142 2.0 1.0
1 0.1315 4 0 0 0 0 4 14 0.0 0.0 0
1 0.361421 0 0 0 0 0 0 19 0.0 0.0 0.0
1 0.172033 4 1 0 1 1 5 99 0.5 0.6666666666666666 0.0
1 0.270943 0 0 0 0 0 0 75 4.142857142857143 7.0 0.0
0 0.701912 0 0 0 0 0 0 0 0.42857142857142855 3.0 0.0
0 0.129042 5 0 0 5 0 10 83 1.1666666666666667 3.0 0.0
0 0.98251 0 0 0 0 0 0 -11 2.0714285714285716 1.5 0.92704417293225
0 0.119339 5 2 1 2 3 7 105 0.5 0.6666666666666666 0.0
1 0.10654 2 0 0 0 0 2 95 2.25 1.0 0.0
1 0.0611075 5 0 0 2 0 7 113 2.8333333333333335 3.0 0.0
1 0.511899 0 0 0 0 -1 -1 -26 0.16666666666666666 1.0 0.0
1 0.174502 0 0 0 0 0 0 21 6.5 5.0 1.0
1 0.0744652 11 1 0 6 1 17 111 1.2777777777777777 3.0 0.0
1 0.515492 3 0 0 3 0 0 0 6.545454545454546 2.0 0.8333333333333334
1 0.25891 0 0 0 0 0 0 19 0.5454545454545454 0.0 0.09441137566133333
1 0.125091 0 0 0 0 -1 -1 18 7.333333333333333 3.5 0.08092403628114286
1 0.25183 0 0 0 0 0 0 9 0.0 0.0 0.0399305555555625
1 0.389011 2 2 0 0 2 2 3 1.6666666666666667 2.0 0.02964442355889375
0 0.225488 1 0 0 0 0 1 7 1.2142857142857142 0.0 0.0
0 0.225934 7 2 0 2 2 8 8 0 1.2142857142857142 0.0
1 0.751981 0 0 0 0 0 -3 -42 2.090909090909091 1.5 0.5773809523809166
1 0.289217 1 1 2 2 -2 -10 -18 0.5454545454545454 0.0 0.09441137566133333
1 0.270939 2 1 0 0 1 2 9 0.8888888888888888 1.0 0.0
1 0.172966 0 0 0 0 0 0 8 0.1111111111111111 0.0 0.04563492063492857
1 0.147211 1 0 0 1 0 1 71 1.1111111111111112 4.0 0.0
0 0.117755 1 0 0 0 0 1 108 2.272727272727273 2.5 0.0
1 0.148601 0 0 0 0 0 -1 -31 0.0 0.0 0.0
1 0.100261 0 0 0 0 0 0 121 0.2222222222222222 0.5 0.0
1 0.464895 0 0 0 0 0 -1 -2 1.0 3.3333333333333335 0
