1 0 0 0 0 0 0.0 0.0 0 0.1 0 0.004405286343612335 0.006289308176100629 0 254.69921827316284
1 32 15 13 29 42617 1.0 3.0 184308 0.7435897435897436 0.07692307692307693 0.5110132158590308 0.48427672955974843 1 3251384.8451788425
1 0 0 0 0 0 0.0 0.0 0 0.2 0 0.004405286343612335 0.006289308176100629 0 214.66478514671326
1 11 11 14 2 51248 0.0 0.0 0 0.7142857142857143 0 0.5110132158590308 0.4591194968553459 0 2188246.768684864
1 1 0 1 1 41 0.0 0.0 0 0.4 0 0.022026431718061675 0.031446540880503145 1 245758.81561994553
1 2 0 2 1 1 0.0 0.0 0 0.4 0 0.02643171806167401 0.03773584905660377 1 245760.32518076897
1 4 0 4 2 34 0.0 0.0 0 0.4 0 0.04405286343612335 0.06289308176100629 1 245852.9439690113
1 5 0 5 2 64 0.0 0.0 0 0.4 0 0.05286343612334802 0.07547169811320754 1 245917.42713689804
1 0 0 0 0 0 0.6666666666666666 0.0 0 0.06976744186046512 0.06976744186046512 0.004405286343612335 0.023809523809523808 1 2097003.0285742283
1 7 0 7 3 34 0.0 0.0 0 0.4 0 0.07048458149779736 0.10062893081761007 1 245998.50882291794
1 8 0 8 3 33 0.0 0.0 0 0.4 0 0.07929515418502203 0.11320754716981132 1 246031.1012120247
1 9 0 9 3 63 0.0 0.0 0 0.4 0 0.0881057268722467 0.12578616352201258 1 246094.06148791313
1 10 0 10 3 35 0.0 0.0 0 0.4 0 0.09691629955947137 0.13836477987421383 1 246129.13766288757
1 11 0 11 3 44 0.0 0.0 0 0.4 0 0.10572687224669604 0.1509433962264151 1 246173.02714896202
1 12 0 12 3 68 0.0 0.0 0 0.4 0 0.1145374449339207 0.16352201257861634 1 246241.10513305664
1 0 0 0 0 0 0.0 0.0 0 0.4 0 0.07929515418502203 0.38461538461538464 0 399570.3677737713
1 3 0 3 1 59 0.0 0.0 0 0.4 0 0.03524229074889868 0.050314465408805034 1 245819.1564359665
1 0 0 0 0 0 0.0 0.0 0 0.4 0 0.013215859030837005 0.018867924528301886 1 245718.6448738575
1 0 0 0 0 0 0.0 0.0 0 0.2 0 0.004405286343612335 0.006289308176100629 0 572.2672362327576
1 13 0 13 3 50 0.0 0.0 0 0.4 0 0.12334801762114538 0.1761006289308176 1 246291.128800869
1 0 1 1 2 0 0.0 0.0 0 0.6 0 0.048458149779735685 0.06289308176100629 1 348105.2472131252
1 1 1 2 2 4536 0.0 0.0 0 0.6 0 0.07488986784140969 0.09433962264150944 1 352641.1041600704
1 2 1 3 2 62 0.0 0.0 0 0.6 0 0.07929515418502203 0.10062893081761007 1 352702.42920303345
1 4 1 5 2 1816 0.0 0.0 0 0.6 0 0.1013215859030837 0.1320754716981132 1 354604.34283590317
1 3 1 4 2 86 0.0 0.0 0 0.6 0 0.08370044052863436 0.1069182389937107 1 352788.9063460827
1 0 0 0 0 0 0.0 0.0 0 0.2 0 0.01762114537444934 0.11538461538461539 1 46952.70178985596
1 5 1 6 2 38 0.0 0.0 0 0.6 0 0.10572687224669604 0.13836477987421383 1 354642.50866889954
1 0 0 0 4 0 0.0 0.0 0 0.4 0 0.05286343612334802 0.07692307692307693 4 47319.105003118515
1 6 0 6 2 47 0.0 0.0 0 0.4 0 0.06167400881057269 0.0880503144654088 1 245964.53056406975
1 1 4 5 0 99491 0.0 0.0 0 0.6111111111111112 0 0.2599118942731278 0.20125786163522014 0 1316141.3442890644
1 2 1 3 0 179158 0.0 0.0 0 0.3 0 0.10572687224669604 0.35714285714285715 0 192784.439743042
1 4 6 10 0 59208 0.0 0.0 0 0.6956521739130435 0 0.3788546255506608 0.33962264150943394 0 1807918.6775839329
1 6 10 10 0 272 0.0 0.0 0 0.72 0 0.4185022026431718 0.3710691823899371 0 1975012.6895918846
1 6 9 3 8 246868 0.0 0.0 0 0.7058823529411765 0 2.347826086956522 2.25 2 996102.346612215
1 9 11 12 2 56245 0.0 0.0 0 0.7307692307692307 0 0.4801762114537445 0.4276729559748428 0 2055635.4001998901
1 0 0 0 0 0 0.0 0.0 0 0.17647058823529413 0 0.4782608695652174 0.4444444444444444 0 741895.0932350159
1 0 0 0 0 0 0.0 0.0 0 0.13043478260869565 0 0.08695652173913043 0.15789473684210525 0 1314012.9634711742
1 20 10 2 24 75 0.0 0.0 0 0.6923076923076923 0 1.4130434782608696 1.3333333333333333 1 2167204.9562728405
1 0 1 0 5 0 0.0 0.0 0 0.3888888888888889 0 0.21585903083700442 0.22012578616352202 2 1114097.2752771378
1 4 0 0 -1 1345505 0.0 0.0 0 0.15384615384615385 0.02564102564102564 0.13215859030837004 0.16352201257861634 0 2024896.138023138
1 5 0 1 -1 207 0.0 0.0 0 0.15384615384615385 0.02564102564102564 0.1956521739130435 0.4444444444444444 0 2025102.9165401459
1 0 0 0 0 0 1.3333333333333333 1.0 5526 0.1 0.1 0.05726872246696035 0.30952380952380953 1 3019716.6694409847
1 7 11 12 0 21710 0.0 0.0 0 0.72 0 0.44493392070484583 0.9615384615384616 0 1996722.40990901
1 20 2 2 4 13981 0.0 0.0 0 0.10465116279069768 0.06976744186046512 0.21428571428571427 0.25 1 7308222.177944899
1 26 6 5 13 725 0.35714285714285715 0.3333333333333333 0 0.1839080459770115 0.22988505747126436 0.4583333333333333 0.1111111111111111 0 6777477.462070227
1 0 0 0 0 0 0.0 0.0 0 0.2 0 0.1956521739130435 0.4444444444444444 0 815142.725676775
1 0 0 0 0 0 0.0 0.0 0 0.625 0 0.6956521739130435 1.0 0 1216650.1839427948
1 2 0 2 7 3951 0.0 0.0 0 0.4 0 0.1956521739130435 0.25 4 67133.75083708763
1 14 9 23 23 230 0.0 0.0 0 0.8181818181818182 0 0.9565217391304348 0.8421052631578947 1 913524.6393048763
1 3 1 4 9 6953 0.0 0.0 0 0.3333333333333333 0 0.34782608695652173 0.25 4 74087.02647995949
1 0 0 0 0 0 0.0 0.0 0 0.16666666666666666 0 0.00881057268722467 0.012578616352201259 1 1218.5141470432281
1 8 11 13 2 2668 0.0 0.0 0 0.6923076923076923 0 0.4581497797356828 0.39622641509433965 0 1999390.6090538502
1 12 4 1 1 101 1.4444444444444444 1.0 157175 0.625 0.3522727272727273 0.5714285714285714 1.0 0 7320864.567533016
1 3 1 4 1 393 0.0 0.0 0 0.3 0 0.1145374449339207 0.40476190476190477 0 193176.72435212135
1 16 9 3 23 524214 0.0 0.0 0 0.7222222222222222 0 0.32599118942731276 0.2641509433962264 1 1437789.2105910778
1 7 2 9 7 14543 0.0 0.0 0 0.5 0 0.13656387665198239 0.16352201257861634 1 407135.4016940594
1 0 2 2 0 0 0.0 0.0 0 0.3333333333333333 0 0.1956521739130435 1.25 3 91736.09787607193
1 17 9 4 23 31 0.0 0.0 0 0.7222222222222222 0 0.33480176211453744 0.27672955974842767 1 1437819.3734550476
1 0 0 0 0 0 0.0 0.0 0 0.05555555555555555 0 0.021739130434782608 0.05263157894736842 0 9336.1986951828
1 2 0 2 0 2069 0.0 0.0 0 0.15789473684210525 0 0.07929515418502203 0.1069182389937107 0 313992.68500208855
1 1 0 1 0 82354 0.0 0.0 0 0.15789473684210525 0 0.05726872246696035 0.07547169811320754 0 311923.04937696457
1 37 15 18 33 53 1.0 3.0 312690 0.775 0.125 0.5550660792951542 0.5283018867924528 1 3379767.0937769413
1 5 8 8 8 212801 0.0 0.0 0 0.6428571428571429 0 1.8043478260869565 3.3333333333333335 2 749234.7361352444
1 1 0 1 3 7204 2.0 4.0 181916 0.1 0.1 0.09691629955947137 0.025157232704402517 2 3026921.3052721024
1 4 1 0 0 662201 0.0 0.0 0 0.3170731707317073 0.07317073170731707 1.5217391304347827 1.3333333333333333 0 2826789.0528719425
1 6 4 5 5 258679 1.9444444444444444 4.0 348302 0.16666666666666666 0.11904761904761904 0.45652173913043476 0.8181818181818182 0 3114566.0919160843
1 0 0 0 0 0 0.0 0.0 0 0.16666666666666666 0 0.06521739130434782 0.15789473684210525 0 74128.63062500954
1 0 3 3 2 0 0.0 0.0 0 0.3333333333333333 0 0.2391304347826087 0.3684210526315789 1 114542.46125531197
1 15 9 24 23 50 0.0 0.0 0 0.8181818181818182 0 0.3039647577092511 0.2389937106918239 1 913574.7534520626
1 0 0 0 0 0 0.0 0.0 0 0.08333333333333333 0 0.01762114537444934 0.09523809523809523 0 439060.4414770603
1 0 0 0 1 0 0.0 0.0 0 0.08333333333333333 0 0.01762114537444934 0.025157232704402517 1 1596.388543844223
1 0 0 0 0 0 0.0 0.0 0 0.16666666666666666 0 0.004405286343612335 0.006289308176100629 1 98.76394319534302
1 0 1 1 0 0 0.0 0.0 0 0.16666666666666666 0 0.06521739130434782 0.15789473684210525 0 14301.581688165665
1 9 4 13 8 9214 0.0 0.0 0 0.6666666666666666 0 0.1894273127753304 0.18238993710691823 1 422223.49846601486
1 65 39 8 41 103 0.3333333333333333 0.25 987855 0.8095238095238095 0.3333333333333333 2.369565217391304 2.526315789473684 1 5366904.5407419205
1 5 4 9 11 20998 0.0 0.0 0 0.5 0 0.21145374449339208 0.6538461538461539 4 110988.36363697052
1 8 11 0 12 731585 0.0 0.0 0 0.7948717948717948 0.07692307692307693 4.195652173913044 2.736842105263158 4 2900962.4862630367
1 1 0 1 0 239 0.0 0.0 0 0.2 0 0.30434782608695654 0.75 0 815382.2008929253
1 5 1 6 1 264085 0.0 0.0 0 0.4666666666666667 0 0.12334801762114538 0.5952380952380952 0 1022240.7332201004
1 13 9 22 23 262604 0.0 0.0 0 0.8181818181818182 0 0.29515418502202645 0.22641509433962265 1 913294.8707530499
1 2 2 4 2 883 0.0 0.0 0 0.3333333333333333 0 0.27312775330396477 1.5 0 448805.06739878654
1 4 2 6 10 15903 0.0 0.0 0 0.3333333333333333 0 0.15418502202643172 0.46153846153846156 4 89990.34291887283
1 0 1 1 1 0 0.0 0.0 0 0.16666666666666666 0 0.1013215859030837 0.47619047619047616 3 85319.87230491638
1 6 12 0 12 1161575 0.0 0.0 0 0.8421052631578947 0 0.6696035242290749 1.7692307692307692 4 1272562.839466095
1 4 8 12 8 236138 0.0 0.0 0 0.6363636363636364 0 1.3043478260869565 1.105263157894737 2 536433.9823460579
1 3 18 9 5 2092884 2.7777777777777777 2.5 91138 0.5185185185185185 0.5061728395061729 0.2857142857142857 1.0 10 6482538.002873182
1 19 10 1 23 729146 0.0 0.0 0 0.6923076923076923 0 0.3920704845814978 0.3333333333333333 1 2167129.3824341297
1 3 0 3 0 365399 0.0 0.0 0 0.21739130434782608 0 0.11894273127753303 0.1509433962264151 0 679391.757655859
1 1 0 1 5 15864 0.0 0.0 0 0.4 0 0.0881057268722467 0.09523809523809523 4 63183.44308900833
1 4 0 4 1 254932 0.0 0.0 0 0.5 0 0.10572687224669604 0.5 0 758155.1935207844
1 3 6 1 3 1033983 0.0 0.0 0 0.4444444444444444 0 0.5814977973568282 3.730769230769231 0 1482787.9403429031
1 2 0 2 0 2038 0.0 0.0 0 0.2 0 0.41304347826086957 0.3684210526315789 0 817420.1952500343
1 0 0 0 0 0 0.0 0.0 0 0.125 0 0.10869565217391304 0.2631578947368421 0 100429.58315324783
1 0 0 0 0 0 0.0 0.0 0 0.25 0 0.00881057268722467 0.012578616352201259 0 222795.23049402237
